Page,Pageviews,Unique Pageviews,,,,,
/practice/C88627/concessions/,1,1,,,,,
/practice/C88643/,3,2,,,,,
/practice/C88643/concessions/,1,1,,,,,
/practice/C88647/,4,1,,,,,
/practice/C88647/ghost_generics/,1,1,,,,,
/practice/C88648/,3,3,,,,,
/practice/C88652/,5,4,,,,,
/practice/D81002/,10,5,,,,,
/practice/D81002/ghost_generics/,1,1,,,,,
/practice/D81005/,2,1,,,,,
/practice/D81008/,2,2,,,,,
/practice/D81012/,16,12,,,,,
/practice/D81012/concessions/,1,1,,,,,
/practice/D81012/ghost_generics/,2,2,,,,,
/practice/D81013/,2,1,,,,,
/practice/D81013/ghost_generics/,1,1,,,,,
/practice/D81014/,1,1,,,,,
/practice/D81016/,1,1,,,,,
/practice/D81017/,1,1,,,,,
/practice/D81022/,1,1,,,,,
/practice/D81025/,1,1,,,,,
/practice/D81026/,1,1,,,,,
/practice/D81027/,1,1,,,,,
/practice/D81029/,2,2,,,,,
/practice/D81034/,2,2,,,,,
/practice/D81037/,2,1,,,,,
/practice/D81038/,1,1,,,,,
/practice/D81043/,2,2,,,,,
/practice/D81044/,2,2,,,,,
/practice/D81044/ghost_generics/,1,1,,,,,
/practice/D81045/,1,1,,,,,
/practice/D81046/,4,4,,,,,
/practice/D81046/ghost_generics/,3,3,,,,,
/practice/D81047/,5,5,,,,,
/practice/D81047/concessions/,1,1,,,,,
/practice/D81049/,4,4,,,,,
/practice/D81054/,1,1,,,,,
/practice/D81060/,1,1,,,,,
/practice/D81061/,1,1,,,,,
/practice/D81061/ghost_generics/,1,1,,,,,
/practice/D81062/,2,2,,,,,
/practice/D81062/concessions/,1,1,,,,,
/practice/D81064/,2,2,,,,,
/practice/D81066/,3,3,,,,,
/practice/D81066/ghost_generics/,1,1,,,,,
/practice/D81070/,2,2,,,,,
/practice/D81084/,1,1,,,,,
/practice/D81602/,3,3,,,,,
/practice/D81606/,4,4,,,,,
/practice/D81611/,3,2,,,,,
/practice/D81623/,1,1,,,,,
/practice/D81625/,4,3,,,,,
/practice/D81625/ghost_generics/,1,1,,,,,
/practice/D81633/,3,3,,,,,
/practice/D81636/,6,5,,,,,
/practice/D81637/,1,1,,,,,
/practice/D81650/,1,1,,,,,
/practice/D82001/,1,1,,,,,
/practice/D82003/,6,6,,,,,
/practice/D82005/,7,6,,,,,
/practice/D82007/,2,2,,,,,
/practice/D82009/,3,2,,,,,
/practice/D82011/,1,1,,,,,
/practice/D82013/,1,1,,,,,
/practice/D82016/,3,3,,,,,
/practice/D82019/,1,1,,,,,
/practice/D82024/,1,1,,,,,
/practice/D82025/,3,2,,,,,
/practice/D82025/concessions/,1,1,,,,,
/practice/D82026/,2,2,,,,,
/practice/D82030/,4,3,,,,,
/practice/D82031/,1,1,,,,,
/practice/D82032/,1,1,,,,,
/practice/D82039/,3,3,,,,,
/practice/D82043/,1,1,,,,,
/practice/D82043/ghost_generics/,2,1,,,,,
/practice/D82048/,7,3,,,,,
/practice/D82048/ghost_generics/,3,1,,,,,
/practice/D82049/,1,1,,,,,
/practice/D82050/,4,4,,,,,
/practice/D82053/,3,3,,,,,
/practice/D82056/,1,1,,,,,
/practice/D82058/,2,2,,,,,
/practice/D82058/ghost_generics/,1,1,,,,,
/practice/D82059/,3,3,,,,,
/practice/D82062/,1,1,,,,,
/practice/D82066/,7,6,,,,,
/practice/D82070/,2,1,,,,,
/practice/D82071/,10,9,,,,,
/practice/D82071/ghost_generics/,2,1,,,,,
/practice/D82073/,1,1,,,,,
/practice/D82076/,1,1,,,,,
/practice/D82079/,2,2,,,,,
/practice/D82080/,1,1,,,,,
/practice/D82085/,1,1,,,,,
/practice/D82085/ghost_generics/,1,1,,,,,
/practice/D82096/,3,3,,,,,
/practice/D82100/,1,1,,,,,
/practice/D82104/,1,1,,,,,
/practice/D82105/,4,3,,,,,
/practice/D82604/,1,1,,,,,
/practice/D82613/,2,1,,,,,
/practice/D82624/,2,1,,,,,
/practice/D82624/ghost_generics/,1,1,,,,,
/practice/D83003/,1,1,,,,,
/practice/D83003/ghost_generics/,1,1,,,,,
/practice/D83005/,1,1,,,,,
/practice/D83006/,1,1,,,,,
/practice/D83008/,2,1,,,,,
/practice/D83009/,3,2,,,,,
/practice/D83012/,5,5,,,,,
/practice/D83015/,1,1,,,,,
/practice/D83019/,1,1,,,,,
/practice/D83020/,1,1,,,,,
/practice/D83021/,1,1,,,,,
/practice/D83030/,3,3,,,,,
/practice/D83043/,1,1,,,,,
/practice/D83044/,1,1,,,,,
/practice/D83051/,1,1,,,,,
/practice/D83056/,7,6,,,,,
/practice/D83057/,3,1,,,,,
/practice/D83058/,5,4,,,,,
/practice/D83059/,1,1,,,,,
/practice/D83060/,1,1,,,,,
/practice/D83070/,3,2,,,,,
/practice/D83075/,3,3,,,,,
/practice/D83081/,3,3,,,,,
/practice/E81002/,1,1,,,,,
/practice/E81006/,1,1,,,,,
/practice/E81009/,7,3,,,,,
/practice/E81010/,2,2,,,,,
/practice/E81011/,3,3,,,,,
/practice/E81014/,3,2,,,,,
/practice/E81016/,1,1,,,,,
/practice/E81017/,2,2,,,,,
/practice/E81022/,1,1,,,,,
/practice/E81023/,1,1,,,,,
/practice/E81030/,1,1,,,,,
/practice/E81031/,1,1,,,,,
/practice/E81032/,2,2,,,,,
/practice/E81033/,3,2,,,,,
/practice/E81033/concessions/,4,2,,,,,
/practice/E81033/concessions/?breakdown_date=2019-01-01,1,1,,,,,
/practice/E81035/,2,2,,,,,
/practice/E81037/,1,1,,,,,
/practice/E81038/,1,1,,,,,
/practice/E81041/,1,1,,,,,
/practice/E81046/,1,1,,,,,
/practice/E81048/,8,8,,,,,
/practice/E81064/,1,1,,,,,
/practice/E81074/,1,1,,,,,
/practice/E81617/,1,1,,,,,
/practice/E81633/,4,4,,,,,
/practice/E82001/,9,7,,,,,
/practice/E82008/,1,1,,,,,
/practice/E82009/,1,1,,,,,
/practice/E82012/,1,1,,,,,
/practice/E82014/,1,1,,,,,
/practice/E82015/,1,1,,,,,
/practice/E82021/,1,1,,,,,
/practice/E82027/,1,1,,,,,
/practice/E82028/,5,5,,,,,
/practice/E82038/,3,3,,,,,
/practice/E82040/,1,1,,,,,
/practice/E82045/,1,1,,,,,
/practice/E82051/,1,1,,,,,
/practice/E82053/,9,9,,,,,
/practice/E82058/,3,3,,,,,
/practice/E82060/,1,1,,,,,
/practice/E82062/,1,1,,,,,
/practice/E82074/,7,7,,,,,
/practice/E82080/,1,1,,,,,
/practice/E82081/,1,1,,,,,
/practice/E82084/,2,1,,,,,
/practice/E82085/,2,1,,,,,
/practice/E82086/,1,1,,,,,
/practice/E82088/,1,1,,,,,
/practice/E82090/,8,8,,,,,
/practice/E82098/,1,1,,,,,
/practice/E82099/,1,1,,,,,
/practice/E82100/,1,1,,,,,
/practice/E82105/,1,1,,,,,
/practice/E82107/,1,1,,,,,
/practice/E82129/,4,4,,,,,
/practice/E82603/,5,3,,,,,
/practice/E82626/,1,1,,,,,
/practice/E82654/,1,1,,,,,
/practice/E82668/,1,1,,,,,
/practice/E83007/,2,2,,,,,
/practice/E83009/,2,1,,,,,
/practice/E83011/,1,1,,,,,
/practice/E83020/,1,1,,,,,
/practice/E83025/,1,1,,,,,
/practice/E83032/,3,1,,,,,
/practice/E83035/,2,1,,,,,
/practice/E83039/,3,3,,,,,
/practice/E83042/,1,1,,,,,
/practice/E83044/,2,1,,,,,
/practice/E83621/,1,1,,,,,
/practice/E83631/,1,1,,,,,
/practice/E83649/,1,1,,,,,
/practice/E83653/,1,1,,,,,
/practice/E83666/ghost_generics/,1,1,,,,,
/practice/E83668/,1,1,,,,,
/practice/E84002/,2,2,,,,,
/practice/E84003/,1,1,,,,,
/practice/E84006/,2,2,,,,,
/practice/E84006/ghost_generics/,1,1,,,,,
/practice/E84009/,1,1,,,,,
/practice/E84012/,8,8,,,,,
/practice/E84013/,1,1,,,,,
/practice/E84018/,4,4,,,,,
/practice/E84021/,1,1,,,,,
/practice/E84022/,1,1,,,,,
/practice/E84032/,1,1,,,,,
/practice/E84042/,1,1,,,,,
/practice/E84048/,4,4,,,,,
/practice/E84051/,8,3,,,,,
/practice/E84051/#ktt9_cephalosporins,1,1,,,,,
/practice/E84051/concessions/,1,1,,,,,
/practice/E84051/ghost_generics/,1,1,,,,,
/practice/E84057/,1,1,,,,,
/practice/E84059/,1,1,,,,,
/practice/E84066/,1,1,,,,,
/practice/E84066/concessions/,1,1,,,,,
/practice/E84075/,8,8,,,,,
/practice/E84077/,1,1,,,,,
/practice/E84078/,2,2,,,,,
/practice/E84080/,1,1,,,,,
/practice/E84086/,4,4,,,,,
/practice/E84620/,4,3,,,,,
/practice/E84635/,5,4,,,,,
/practice/E84645/,8,7,,,,,
/practice/E84646/,1,1,,,,,
/practice/E84653/,2,2,,,,,
/practice/E84657/,1,1,,,,,
/practice/E84658/,1,1,,,,,
/practice/E84663/,1,1,,,,,
/practice/E84665/,1,1,,,,,
/practice/E84667/,2,1,,,,,
/practice/E84668/,1,1,,,,,
/practice/E84670/,1,1,,,,,
/practice/E84676/,1,1,,,,,
/practice/E84678/,1,1,,,,,
/practice/E84681/,2,1,,,,,
/practice/E84684/,1,1,,,,,
/practice/E84686/,1,1,,,,,
/practice/E84699/,1,1,,,,,
/practice/E84704/,1,1,,,,,
/practice/E84705/,5,5,,,,,
/practice/E85001/,1,1,,,,,
/practice/E85003/,1,1,,,,,
/practice/E85008/,1,1,,,,,
/practice/E85012/,1,1,,,,,
/practice/E85014/,2,1,,,,,
/practice/E85016/,2,2,,,,,
/practice/E85019/,1,1,,,,,
/practice/E85021/,1,1,,,,,
/practice/E85023/,4,4,,,,,
/practice/E85028/,1,1,,,,,
/practice/E85029/,4,4,,,,,
/practice/E85032/,5,5,,,,,
/practice/E85033/,4,4,,,,,
/practice/E85034/,2,2,,,,,
/practice/E85040/,2,2,,,,,
/practice/E85044/,2,2,,,,,
/practice/E85048/,1,1,,,,,
/practice/E85059/,2,2,,,,,
/practice/E85059/ghost_generics/,1,1,,,,,
/practice/E85077/,2,1,,,,,
/practice/E85083/,2,2,,,,,
/practice/E85099/,1,1,,,,,
/practice/E85103/,1,1,,,,,
/practice/E85107/,1,1,,,,,
/practice/E85115/,1,1,,,,,
/practice/E85117/,3,2,,,,,
/practice/E85118/,1,1,,,,,
/practice/E85120/,8,8,,,,,
/practice/E85124/,16,11,,,,,
/practice/E85127/,4,4,,,,,
/practice/E85128/,2,1,,,,,
/practice/E85624/,1,1,,,,,
/practice/E85628/,1,1,,,,,
/practice/E85630/,1,1,,,,,
/practice/E85633/,6,1,,,,,
/practice/E85640/,2,1,,,,,
/practice/E85640/concessions/,1,1,,,,,
/practice/E85683/,1,1,,,,,
/practice/E85693/,1,1,,,,,
/practice/E85694/,1,1,,,,,
/practice/E85713/,2,2,,,,,
/practice/E85728/,2,1,,,,,
/practice/E85733/,3,3,,,,,
/practice/E85735/,1,1,,,,,
/practice/E85736/,1,1,,,,,
/practice/E85739/,5,5,,,,,
/practice/E85744/,1,1,,,,,
/practice/E86001/,5,5,,,,,
/practice/E86007/,2,1,,,,,
/practice/E86015/,4,4,,,,,
/practice/E86018/,1,1,,,,,
/practice/E86020/,9,9,,,,,
/practice/E86028/,2,1,,,,,
/practice/E86036/,2,2,,,,,
/practice/E86619/,1,1,,,,,
/practice/E86620/,1,1,,,,,
/practice/E86635/,1,1,,,,,
/practice/E87002/,1,1,,,,,
/practice/E87004/,5,3,,,,,
/practice/E87010/,1,1,,,,,
/practice/E87016/,1,1,,,,,
/practice/E87016/ghost_generics/,1,1,,,,,
/practice/E87017/,2,2,,,,,
/practice/E87021/,1,1,,,,,
/practice/E87026/,8,8,,,,,
/practice/E87026/ghost_generics/,5,5,,,,,
/practice/E87037/,1,1,,,,,
/practice/E87047/,1,1,,,,,
/practice/E87061/,1,1,,,,,
/practice/E87063/,2,1,,,,,
/practice/E87065/,1,1,,,,,
/practice/E87066/,5,4,,,,,
/practice/E87067/,3,3,,,,,
/practice/E87071/,1,1,,,,,
/practice/E87609/,1,1,,,,,
/practice/E87609/ghost_generics/,1,1,,,,,
/practice/E87663/,1,1,,,,,
/practice/E87665/,4,2,,,,,
/practice/E87677/,1,1,,,,,
/practice/E87691/,1,1,,,,,
/practice/E87694/,3,3,,,,,
/practice/E87699/,1,1,,,,,
/practice/E87701/,1,1,,,,,
/practice/E87706/,3,2,,,,,
/practice/E87717/,1,1,,,,,
/practice/E87733/,1,1,,,,,
/practice/E87738/,1,1,,,,,
/practice/E87738/ghost_generics/,1,1,,,,,
/practice/E87739/,1,1,,,,,
/practice/E87741/,1,1,,,,,
/practice/E87742/,1,1,,,,,
/practice/E87755/,1,1,,,,,
/practice/F81005/,1,1,,,,,
/practice/F81007/,1,1,,,,,
/practice/F81012/,4,4,,,,,
/practice/F81014/,1,1,,,,,
/practice/F81017/,1,1,,,,,
/practice/F81018/,2,2,,,,,
/practice/F81019/,9,5,,,,,
/practice/F81019/ghost_generics/,1,1,,,,,
/practice/F81020/,9,6,,,,,
/practice/F81021/,5,4,,,,,
/practice/F81026/,5,5,,,,,
/practice/F81026/ghost_generics/,3,3,,,,,
/practice/F81029/,1,1,,,,,
/practice/F81030/,4,3,,,,,
/practice/F81037/,1,1,,,,,
/practice/F81038/,1,1,,,,,
/practice/F81039/,1,1,,,,,
/practice/F81042/,1,1,,,,,
/practice/F81052/,1,1,,,,,
/practice/F81056/,1,1,,,,,
/practice/F81060/,1,1,,,,,
/practice/F81062/,1,1,,,,,
/practice/F81067/,6,4,,,,,
/practice/F81067/ghost_generics/,1,1,,,,,
/practice/F81069/,2,2,,,,,
/practice/F81072/,1,1,,,,,
/practice/F81074/,1,1,,,,,
/practice/F81076/,1,1,,,,,
/practice/F81077/,3,2,,,,,
/practice/F81081/,4,4,,,,,
/practice/F81082/,3,3,,,,,
/practice/F81085/,1,1,,,,,
/practice/F81090/,1,1,,,,,
/practice/F81095/,6,3,,,,,
/practice/F81095/concessions/,1,1,,,,,
/practice/F81095/concessions/?breakdown_date=2019-01-01,1,1,,,,,
/practice/F81105/,1,1,,,,,
/practice/F81105/ghost_generics/,1,1,,,,,
/practice/F81108/,3,1,,,,,
/practice/F81113/,4,4,,,,,
/practice/F81114/,1,1,,,,,
/practice/F81115/,3,3,,,,,
/practice/F81116/,1,1,,,,,
/practice/F81118/,4,3,,,,,
/practice/F81120/#ktt9_cephalosporins,2,1,,,,,
/practice/F81121/,3,3,,,,,
/practice/F81123/,2,1,,,,,
/practice/F81130/,3,3,,,,,
/practice/F81133/,1,1,,,,,
/practice/F81136/,2,2,,,,,
/practice/F81137/,1,1,,,,,
/practice/F81144/,1,1,,,,,
/practice/F81156/,3,2,,,,,
/practice/F81156/ghost_generics/,1,1,,,,,
/practice/F81159/,1,1,,,,,
/practice/F81164/,1,1,,,,,
/practice/F81168/,1,1,,,,,
/practice/F81169/,1,1,,,,,
/practice/F81171/,5,5,,,,,
/practice/F81173/,2,1,,,,,
/practice/F81173/ghost_generics/,1,1,,,,,
/practice/F81177/,4,4,,,,,
/practice/F81186/,1,1,,,,,
/practice/F81192/,1,1,,,,,
/practice/F81193/,2,1,,,,,
/practice/F81195/,4,4,,,,,
/practice/F81207/,1,1,,,,,
/practice/F81212/,3,2,,,,,
/practice/F81212/ghost_generics/,1,1,,,,,
/practice/F81213/,11,4,,,,,
/practice/F81213/ghost_generics/,2,2,,,,,
/practice/F81219/,5,1,,,,,
/practice/F81606/,5,3,,,,,
/practice/F81606/concessions/,1,1,,,,,
/practice/F81606/ghost_generics/,2,2,,,,,
/practice/F81613/,1,1,,,,,
/practice/F81618/,15,15,,,,,
/practice/F81619/,1,1,,,,,
/practice/F81622/,3,2,,,,,
/practice/F81623/,4,1,,,,,
/practice/F81623/concessions/,1,1,,,,,
/practice/F81632/,1,1,,,,,
/practice/F81636/,2,1,,,,,
/practice/F81639/,1,1,,,,,
/practice/F81644/,6,6,,,,,
/practice/F81648/,1,1,,,,,
/practice/F81651/,2,1,,,,,
/practice/F81652/,1,1,,,,,
/practice/F81656/,1,1,,,,,
/practice/F81665/,1,1,,,,,
/practice/F81669/,1,1,,,,,
/practice/F81679/,8,7,,,,,
/practice/F81679/ghost_generics/,1,1,,,,,
/practice/F81681/,12,7,,,,,
/practice/F81681/ghost_generics/,3,3,,,,,
/practice/F81684/,1,1,,,,,
/practice/F81688/,1,1,,,,,
/practice/F81690/,4,4,,,,,
/practice/F81697/,2,2,,,,,
/practice/F81707/,1,1,,,,,
/practice/F81716/,1,1,,,,,
/practice/F81718/,1,1,,,,,
/practice/F81720/,3,3,,,,,
/practice/F81721/,3,2,,,,,
/practice/F81724/,6,6,,,,,
/practice/F81725/,2,2,,,,,
/practice/F81729/,1,1,,,,,
/practice/F81730/,1,1,,,,,
/practice/F81741/,6,4,,,,,
/practice/F81741/ghost_generics/,1,1,,,,,
/practice/F81744/,5,5,,,,,
/practice/F81757/,3,2,,,,,
/practice/F81757/ghost_generics/,1,1,,,,,
/practice/F82004/,2,2,,,,,
/practice/F82006/,1,1,,,,,
/practice/F82008/,1,1,,,,,
/practice/F82010/,1,1,,,,,
/practice/F82011/,1,1,,,,,
/practice/F82017/,1,1,,,,,
/practice/F82018/,1,1,,,,,
/practice/F82020/,2,2,,,,,
/practice/F82023/,1,1,,,,,
/practice/F82039/,3,2,,,,,
/practice/F82052/,1,1,,,,,
/practice/F82612/,1,1,,,,,
/practice/F82630/,4,4,,,,,
/practice/F82638/,4,4,,,,,
/practice/F82641/,2,2,,,,,
/practice/F82650/,3,3,,,,,
/practice/F82668/,3,2,,,,,
/practice/F82674/,1,1,,,,,
/practice/F82675/,1,1,,,,,
/practice/F82677/,1,1,,,,,
/practice/F82678/,3,3,,,,,
/practice/F83003/,2,1,,,,,
/practice/F83006/,1,1,,,,,
/practice/F83012/,3,2,,,,,
/practice/F83017/,4,2,,,,,
/practice/F83023/,3,3,,,,,
/practice/F83025/,2,1,,,,,
/practice/F83033/,1,1,,,,,
/practice/F83042/,1,1,,,,,
/practice/F83043/,1,1,,,,,
/practice/F83045/,3,3,,,,,
/practice/F83048/,1,1,,,,,
/practice/F83058/,1,1,,,,,
/practice/F83060/,2,1,,,,,
/practice/F83061/,4,4,,,,,
/practice/F83063/,3,1,,,,,
/practice/F83623/,3,3,,,,,
/practice/F83624/,4,3,,,,,
/practice/F83624/concessions/,2,1,,,,,
/practice/F83630/,1,1,,,,,
/practice/F83633/,1,1,,,,,
/practice/F83648/,1,1,,,,,
/practice/F83660/,1,1,,,,,
/practice/F83663/,1,1,,,,,
/practice/F83674/,2,1,,,,,
/practice/F83685/,6,5,,,,,
/practice/F84003/,1,1,,,,,
/practice/F84004/,3,2,,,,,
/practice/F84008/,3,2,,,,,
/practice/F84013/,11,11,,,,,
/practice/F84014/,2,1,,,,,
/practice/F84016/,1,1,,,,,
/practice/F84017/,1,1,,,,,
/practice/F84025/,10,10,,,,,
/practice/F84030/,5,2,,,,,
/practice/F84031/,1,1,,,,,
/practice/F84034/,3,2,,,,,
/practice/F84035/,1,1,,,,,
/practice/F84039/,1,1,,,,,
/practice/F84044/,3,3,,,,,
/practice/F84046/,2,2,,,,,
/practice/F84047/,6,1,,,,,
/practice/F84047/concessions/,2,1,,,,,
/practice/F84062/,2,1,,,,,
/practice/F84066/,1,1,,,,,
/practice/F84072/,5,2,,,,,
/practice/F84079/,8,8,,,,,
/practice/F84086/,4,4,,,,,
/practice/F84087/,3,1,,,,,
/practice/F84089/,1,1,,,,,
/practice/F84091/,2,1,,,,,
/practice/F84097/,3,2,,,,,
/practice/F84105/,1,1,,,,,
/practice/F84117/,2,1,,,,,
/practice/F84122/,6,6,,,,,
/practice/F84619/,1,1,,,,,
/practice/F84631/,3,3,,,,,
/practice/F84641/,2,2,,,,,
/practice/F84647/,4,4,,,,,
/practice/F84656/,1,1,,,,,
/practice/F84659/,1,1,,,,,
/practice/F84660/,1,1,,,,,
/practice/F84670/,5,2,,,,,
/practice/F84681/,4,2,,,,,
/practice/F84696/,2,2,,,,,
/practice/F84698/,3,2,,,,,
/practice/F84710/,1,1,,,,,
/practice/F84714/,9,9,,,,,
/practice/F84717/,4,4,,,,,
/practice/F84718/,3,3,,,,,
/practice/F84729/,6,6,,,,,
/practice/F84730/,4,3,,,,,
/practice/F84730/concessions/,2,2,,,,,
/practice/F84737/,2,2,,,,,
/practice/F85002/,5,5,,,,,
/practice/F85003/,5,4,,,,,
/practice/F85011/,4,3,,,,,
/practice/F85013/,4,1,,,,,
/practice/F85015/,1,1,,,,,
/practice/F85016/,1,1,,,,,
/practice/F85020/,5,3,,,,,
/practice/F85023/,2,1,,,,,
/practice/F85023/concessions/,1,1,,,,,
/practice/F85024/,1,1,,,,,
/practice/F85027/,7,6,,,,,
/practice/F85029/,1,1,,,,,
/practice/F85031/,1,1,,,,,
/practice/F85032/,5,5,,,,,
/practice/F85034/,1,1,,,,,
/practice/F85036/,4,4,,,,,
/practice/F85044/,4,4,,,,,
/practice/F85055/,1,1,,,,,
/practice/F85058/,1,1,,,,,
/practice/F85063/,3,2,,,,,
/practice/F85076/,7,7,,,,,
/practice/F85638/,1,1,,,,,
/practice/F85642/,2,2,,,,,
/practice/F85652/,45,42,,,,,
/practice/F85654/,1,1,,,,,
/practice/F85663/,1,1,,,,,
/practice/F85679/,1,1,,,,,
/practice/F85684/,9,8,,,,,
/practice/F85684/ghost_generics/,1,1,,,,,
/practice/F85701/,1,1,,,,,
/practice/F85705/,2,1,,,,,
/practice/F85707/,1,1,,,,,
/practice/F85708/,1,1,,,,,
/practice/F86004/,1,1,,,,,
/practice/F86006/,2,1,,,,,
/practice/F86007/,6,6,,,,,
/practice/F86009/,3,1,,,,,
/practice/F86009/ghost_generics/,1,1,,,,,
/practice/F86020/,1,1,,,,,
/practice/F86034/,1,1,,,,,
/practice/F86038/,1,1,,,,,
/practice/F86040/,1,1,,,,,
/practice/F86049/,2,2,,,,,
/practice/F86066/,1,1,,,,,
/practice/F86078/,4,4,,,,,
/practice/F86607/,1,1,,,,,
/practice/F86621/,5,5,,,,,
/practice/F86626/,4,4,,,,,
/practice/F86627/,1,1,,,,,
/practice/F86650/,1,1,,,,,
/practice/F86655/,1,1,,,,,
/practice/F86686/,1,1,,,,,
/practice/F86689/,2,2,,,,,
/practice/F86692/,1,1,,,,,
/practice/G81013/,1,1,,,,,
/practice/G81017/,2,1,,,,,
/practice/G81022/,1,1,,,,,
/practice/G81024/,1,1,,,,,
/practice/G81029/,1,1,,,,,
/practice/G81036/,1,1,,,,,
/practice/G81041/,1,1,,,,,
/practice/G81042/,1,1,,,,,
/practice/G81045/,2,2,,,,,
/practice/G81046/,5,1,,,,,
/practice/G81048/,4,3,,,,,
/practice/G81051/,1,1,,,,,
/practice/G81053/,1,1,,,,,
/practice/G81054/,1,1,,,,,
/practice/G81057/,3,2,,,,,
/practice/G81059/,1,1,,,,,
/practice/G81061/,1,1,,,,,
/practice/G81063/,4,4,,,,,
/practice/G81070/,6,5,,,,,
/practice/G81074/,23,15,,,,,
/practice/G81086/,4,3,,,,,
/practice/G81090/,2,2,,,,,
/practice/G81094/,2,1,,,,,
/practice/G81095/,1,1,,,,,
/practice/G81102/,2,2,,,,,
/practice/G81105/,3,3,,,,,
/practice/G81105/ghost_generics/,1,1,,,,,
/practice/G81651/,6,2,,,,,
/practice/G81656/,1,1,,,,,
/practice/G81658/,1,1,,,,,
/practice/G81680/,2,2,,,,,
/practice/G82017/,1,1,,,,,
/practice/G82018/,3,2,,,,,
/practice/G82024/,2,1,,,,,
/practice/G82024/ghost_generics/,1,1,,,,,
/practice/G82026/,3,2,,,,,
/practice/G82028/,2,2,,,,,
/practice/G82031/,1,1,,,,,
/practice/G82037/,5,5,,,,,
/practice/G82044/,1,1,,,,,
/practice/G82049/,1,1,,,,,
/practice/G82050/,3,2,,,,,
/practice/G82051/,2,2,,,,,
/practice/G82053/,2,2,,,,,
/practice/G82055/,3,2,,,,,
/practice/G82058/,10,4,,,,,
/practice/G82058/concessions/,1,1,,,,,
/practice/G82058/ghost_generics/,1,1,,,,,
/practice/G82060/,1,1,,,,,
/practice/G82061/,1,1,,,,,
/practice/G82065/,1,1,,,,,
/practice/G82071/,1,1,,,,,
/practice/G82076/,2,1,,,,,
/practice/G82080/,15,7,,,,,
/practice/G82080/concessions/,2,1,,,,,
/practice/G82080/concessions/?breakdown_date=2019-01-01,1,1,,,,,
/practice/G82080/ghost_generics/,1,1,,,,,
/practice/G82083/,1,1,,,,,
/practice/G82086/,3,3,,,,,
/practice/G82094/,2,2,,,,,
/practice/G82095/,4,4,,,,,
/practice/G82098/,1,1,,,,,
/practice/G82099/,2,1,,,,,
/practice/G82099/concessions/,3,1,,,,,
/practice/G82100/,2,1,,,,,
/practice/G82105/,14,8,,,,,
/practice/G82105/concessions/,1,1,,,,,
/practice/G82105/ghost_generics/,1,1,,,,,
/practice/G82112/,3,2,,,,,
/practice/G82112/ghost_generics/,1,1,,,,,
/practice/G82114/,2,2,,,,,
/practice/G82114/ghost_generics/,1,1,,,,,
/practice/G82119/,4,4,,,,,
/practice/G82125/,1,1,,,,,
/practice/G82126/,4,3,,,,,
/practice/G82141/,1,1,,,,,
/practice/G82142/,2,2,,,,,
/practice/G82143/,4,4,,,,,
/practice/G82155/,1,1,,,,,
/practice/G82161/,1,1,,,,,
/practice/G82184/,1,1,,,,,
/practice/G82200/,6,1,,,,,
/practice/G82203/,2,2,,,,,
/practice/G82212/,6,1,,,,,
/practice/G82212/ghost_generics/,1,1,,,,,
/practice/G82221/,8,4,,,,,
/practice/G82227/,1,1,,,,,
/practice/G82228/,1,1,,,,,
/practice/G82233/,3,2,,,,,
/practice/G82649/,1,1,,,,,
/practice/G82653/,1,1,,,,,
/practice/G82687/,4,4,,,,,
/practice/G82702/,1,1,,,,,
/practice/G82710/,9,9,,,,,
/practice/G82711/,3,2,,,,,
/practice/G82719/,7,5,,,,,
/practice/G82722/,1,1,,,,,
/practice/G82727/,1,1,,,,,
/practice/G82730/,1,1,,,,,
/practice/G82732/,2,2,,,,,
/practice/G82735/,1,1,,,,,
/practice/G82753/,1,1,,,,,
/practice/G82768/,1,1,,,,,
/practice/G82768/concessions/,1,1,,,,,
/practice/G82791/,3,3,,,,,
/practice/G82796/,1,1,,,,,
/practice/G82802/,2,2,,,,,
/practice/G82810/,2,1,,,,,
/practice/G83001/,2,1,,,,,
/practice/G83004/,1,1,,,,,
/practice/G83005/,1,1,,,,,
/practice/G83006/,1,1,,,,,
/practice/G83009/,3,2,,,,,
/practice/G83010/,1,1,,,,,
/practice/G83017/,1,1,,,,,
/practice/G83025/,1,1,,,,,
/practice/G83027/,1,1,,,,,
/practice/G83034/,2,2,,,,,
/practice/G83042/,4,3,,,,,
/practice/G83046/,9,8,,,,,
/practice/G83053/,1,1,,,,,
/practice/G83060/,1,1,,,,,
/practice/G83067/,1,1,,,,,
/practice/G83067/ghost_generics/,1,1,,,,,
/practice/G83069/,1,1,,,,,
/practice/G83628/,1,1,,,,,
/practice/G83630/,1,1,,,,,
/practice/G83642/,2,2,,,,,
/practice/G83668/,1,1,,,,,
/practice/G83673/,3,3,,,,,
/practice/G84001/,1,1,,,,,
/practice/G84006/,1,1,,,,,
/practice/G84024/,1,1,,,,,
/practice/G84039/,1,1,,,,,
/practice/G84041/,3,2,,,,,
/practice/G84607/,6,6,,,,,
/practice/G84624/,1,1,,,,,
/practice/G84627/,3,2,,,,,
/practice/G85001/,1,1,,,,,
/practice/G85011/,3,1,,,,,
/practice/G85012/,1,1,,,,,
/practice/G85013/,1,1,,,,,
/practice/G85016/,1,1,,,,,
/practice/G85019/,1,1,,,,,
/practice/G85020/,1,1,,,,,
